0,1,0,1.0
0,2,0,1.0
0,3,0,1.0
4,5,0,1.0
4,6,0,1.0
7,8,0,0.05
9,10,0,1.0
11,8,0,1.0
12,13,0,0.05
12,14,0,0.05
15,16,0,0.33
15,17,0,0.33
18,19,0,0.05
18,20,0,0.05
21,22,0,0.33
21,19,0,0.05
21,23,0,0.05
24,25,0,0.05
26,27,0,0.33
26,28,0,0.33
29,30,0,0.05
29,31,0,0.05
32,33,0,0.05
32,34,0,0.05
35,36,0,0.05
35,37,0,0.05
35,25,0,0.05
38,37,0,0.05
38,39,0,0.05
38,40,0,0.05
39,36,0,0.05
39,41,0,0.05
39,24,0,0.05
42,43,0,0.05
42,44,0,0.33
45,22,0,0.33
45,46,0,0.33
17,15,0,0.33
17,44,0,0.33
44,22,0,0.33
44,42,0,0.33
44,17,0,0.33
47,48,0,1.0
47,49,0,1.0
47,50,0,1.0
51,52,0,0.05
51,53,0,0.05
51,54,0,0.05
52,55,0,0.05
52,56,0,0.05
52,57,0,0.05
52,58,0,0.05
54,59,0,1.0
54,60,0,1.0
61,62,0,1.0
61,63,0,1.0
64,36,0,0.33
64,65,0,0.33
66,67,0,1.0
66,68,0,0.05
69,70,0,1.0
69,71,0,1.0
72,73,0,1.0
74,3,0,1.0
74,75,0,1.0
74,76,0,1.0
76,77,0,1.0
76,78,0,0.33
76,79,0,1.0
76,74,0,1.0
80,81,0,1.0
80,78,0,0.33
81,80,0,1.0
81,82,0,1.0
81,3,0,1.0
83,84,0,0.05
83,85,0,0.05
83,12,0,0.05
86,87,0,0.33
86,84,0,0.33
86,88,0,0.33
14,89,0,0.05
14,90,0,0.05
14,91,0,0.05
14,84,0,0.05
73,72,0,1.0
92,93,0,0.05
92,94,0,0.05
92,95,0,0.05
75,74,0,1.0
75,5,0,1.0
96,97,0,1.0
98,99,0,0.33
98,28,0,0.33
100,101,0,0.33
100,28,0,0.66
100,102,0,0.66
102,99,0,1.0
102,100,0,0.66
102,103,0,1.0
28,98,0,0.33
28,102,0,0.66
28,26,0,0.33
103,104,0,1.0
103,101,0,0.33
103,102,0,1.0
103,105,0,1.0
106,107,0,0.05
106,108,0,0.05
109,110,0,0.33
109,107,0,0.05
111,112,0,0.33
111,113,0,0.33
111,114,0,0.05
115,40,0,1.0
115,116,0,1.0
115,76,0,1.0
50,47,0,1.0
117,118,0,0.33
117,119,0,0.05
117,50,0,0.33
120,15,0,0.33
120,121,0,0.33
120,122,0,0.33
123,124,0,1.0
123,57,0,1.0
123,58,0,0.33
125,107,0,0.05
126,127,0,1.0
126,128,0,0.33
99,98,0,0.33
99,129,0,1.0
130,131,0,0.33
87,129,0,0.33
87,68,0,0.05
87,86,0,0.33
132,133,0,0.05
116,38,0,0.05
116,71,0,1.0
116,134,0,1.0
95,92,0,0.05
135,136,0,0.05
135,133,0,0.05
133,132,0,0.05
133,135,0,0.05
27,72,0,0.33
27,137,0,0.33
27,138,0,0.33
137,139,0,0.33
137,140,0,0.33
137,141,0,0.33
139,138,0,1.0
139,142,0,1.0
138,143,0,1.0
138,139,0,1.0
2,0,0,1.0
2,144,0,1.0
2,6,0,1.0
145,59,0,1.0
145,146,0,1.0
145,147,0,1.0
127,148,0,1.0
127,126,0,1.0
148,149,0,1.0
148,150,0,1.0
150,148,0,1.0
150,151,0,0.05
10,9,0,1.0
10,152,0,1.0
153,154,0,1.0
155,90,0,0.05
156,157,0,1.0
156,158,0,1.0
156,159,0,1.0
160,67,0,0.05
160,68,0,0.05
160,161,0,0.05
67,160,0,0.05
67,66,0,1.0
154,153,0,1.0
154,162,0,1.0
163,85,0,0.05
164,60,0,1.0
164,53,0,1.0
164,165,0,1.0
166,154,0,1.0
166,63,0,1.0
159,112,0,1.0
159,156,0,1.0
159,113,0,0.33
167,168,0,1.0
70,69,0,1.0
124,6,0,1.0
124,165,0,1.0
169,170,0,0.33
169,131,0,0.33
168,167,0,1.0
168,171,0,1.0
41,39,0,0.05
41,35,0,0.05
41,30,0,0.05
41,172,0,0.05
173,174,0,1.0
173,5,0,1.0
171,36,0,0.66
171,175,0,1.0
171,168,0,1.0
93,92,0,0.05
93,172,0,0.66
93,176,0,0.33
152,149,0,1.0
152,66,0,1.0
152,10,0,1.0
177,178,0,0.33
177,179,0,1.0
143,180,0,1.0
181,46,0,0.33
46,182,0,0.33
46,181,0,0.33
8,7,0,0.05
8,11,0,1.0
110,109,0,0.33
110,136,0,0.05
110,183,0,1.0
19,18,0,0.05
19,21,0,0.05
19,44,0,0.05
20,18,0,0.05
20,119,0,0.05
20,49,0,0.05
142,139,0,1.0
184,82,0,1.0
184,185,0,1.0
43,22,0,0.05
43,42,0,0.05
1,0,0,1.0
1,77,0,1.0
186,187,0,0.33
188,65,0,0.33
22,21,0,0.33
22,43,0,0.05
22,44,0,0.33
189,179,0,1.0
189,60,0,1.0
129,99,0,1.0
129,87,0,0.33
25,35,0,0.05
25,24,0,0.05
190,64,0,0.33
190,175,0,1.0
191,192,0,0.05
191,17,0,0.05
149,152,0,1.0
149,161,0,1.0
85,83,0,0.05
85,86,0,0.05
85,163,0,0.05
68,160,0,0.05
68,193,0,0.05
68,87,0,0.05
68,66,0,0.05
136,110,0,0.05
136,108,0,0.05
136,135,0,0.05
136,107,0,0.05
131,130,0,0.33
131,194,0,0.33
146,189,0,1.0
146,145,0,1.0
101,100,0,0.33
101,103,0,0.33
101,175,0,0.33
195,196,0,1.0
183,110,0,1.0
197,36,0,0.66
185,198,0,1.0
185,199,0,1.0
200,201,0,0.66
200,202,0,0.66
200,96,0,0.66
203,58,0,0.33
203,56,0,1.0
204,57,0,1.0
144,173,0,1.0
144,62,0,1.0
62,144,0,1.0
62,61,0,1.0
60,164,0,1.0
60,196,0,1.0
60,54,0,1.0
63,205,0,1.0
63,166,0,1.0
63,61,0,1.0
5,173,0,1.0
5,4,0,1.0
5,75,0,1.0
37,35,0,0.05
206,207,0,0.05
208,201,0,1.0
208,122,0,0.33
207,206,0,0.05
209,77,0,1.0
209,162,0,1.0
30,210,0,0.05
30,206,0,0.05
30,29,0,0.05
88,211,0,1.0
88,86,0,0.33
211,88,0,1.0
212,182,0,0.33
213,94,0,0.05
213,133,0,0.05
94,213,0,0.05
94,92,0,0.05
205,63,0,1.0
205,5,0,1.0
158,214,0,1.0
158,156,0,1.0
158,114,0,0.05
107,109,0,0.05
107,106,0,0.05
107,125,0,0.05
107,136,0,0.05
6,124,0,1.0
6,4,0,1.0
162,209,0,1.0
162,154,0,1.0
33,32,0,0.05
33,40,0,0.33
33,215,0,0.33
104,103,0,1.0
216,217,0,0.66
