0,32,0,-1.0917131
0,18,0,-0.5497916
0,35,0,-0.7328524
0,37,0,-8.586303
0,69,0,-0.83935076
0,90,0,-5.218373
0,91,0,-1.464572
0,75,0,-3.8519762
0,61,0,-3.730735
0,94,0,-9.772075
0,31,0,-5.5062623
1,96,0,-6.9588184
1,52,0,-2.552709
1,36,0,-0.8552484
1,85,0,-0.7082839
1,38,0,-1.5005218
1,8,0,-3.351275
1,90,0,-8.995371
1,11,0,-1.938432
1,76,0,-0.2403528
1,93,0,-0.8027196
1,47,0,-0.64561033
2,65,0,-3.9333453
2,34,0,-1.8834387
2,37,0,-4.8036585
2,72,0,-5.450097
2,9,0,-12.474795
2,74,0,-1.4750957
2,14,0,-10.758571
2,82,0,-4.594181
2,18,0,-3.0497897
2,51,0,-1.3068464
2,84,0,-10.196035
2,25,0,-3.6614666
2,57,0,-7.632614
2,27,0,-0.50602144
2,59,0,-0.170418
2,28,0,-0.3027456
2,92,0,-22.34295
2,29,0,-4.2925596
2,94,0,-0.31379002
3,96,0,-9.016523
3,70,0,-7.0793905
3,38,0,-3.173746
3,6,0,-0.3127884
3,39,0,-5.1370087
3,43,0,-0.003777498
3,45,0,-2.8128185
3,17,0,-4.04512
3,22,0,-4.701119
3,23,0,-0.6846453
3,88,0,-7.822324
3,25,0,-4.62927
3,89,0,-0.5764588
3,90,0,-4.0126495
3,92,0,-5.016027
3,61,0,-4.698353
4,33,0,-6.226773
4,67,0,-1.0814718
4,68,0,-10.548727
4,38,0,-5.7909474
4,39,0,-2.9128015
4,41,0,-4.1331987
4,73,0,-5.8852477
4,9,0,-0.08066835
4,12,0,-10.608419
4,77,0,-2.7830977
4,13,0,-11.4812
4,16,0,-1.5084385
4,20,0,-3.0009916
4,21,0,-1.5590407
4,24,0,-2.9041295
4,57,0,-13.450775
4,62,0,-1.9294769
4,31,0,-2.7243748
5,33,0,-0.47542888
5,35,0,-4.766123
5,73,0,-12.919182
5,41,0,-1.7078737
5,75,0,-8.857131
5,45,0,-0.24507126
5,16,0,-0.51276946
5,51,0,-0.548498
5,53,0,-1.5357406
5,22,0,-2.5497572
5,58,0,-0.5862207
5,93,0,-2.6250613
5,63,0,-2.995757
6,66,0,-3.310035
